ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
6758,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:149(<dictcomp>)
6758,0.423,0.000,9.829,0.001,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:57(__init__)
6758,0.024,0.000,0.039,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:200(_set_labelrotation)
6758,0.031,0.000,0.131,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:212(apply_tickdir)
6758,0.008,0.000,0.008,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:225(get_tick_padding)
12666,0.045,0.000,4.714,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:239(set_clip_path)
33790,0.031,0.000,0.188,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:343(_set_artist_props)
16950,0.005,0.000,0.005,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:360(<genexpr>)
3390,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:379(<dictcomp>)
3390,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:392(<dictcomp>)
3390,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:397(<dictcomp>)
3390,0.049,0.000,2.012,0.001,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:352(_apply_params)
3379/1691,0.083,0.000,10.341,0.006,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:419(__init__)
3379,0.008,0.000,0.161,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:448(_get_text1_transform)
3379,0.007,0.000,0.144,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:451(_get_text2_transform)
3379,0.013,0.000,0.108,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:454(apply_tickdir)
3379,0.017,0.000,0.090,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:464(update_position)
3379/1691,0.081,0.000,9.763,0.006,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:486(__init__)
3379,0.007,0.000,0.157,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:515(_get_text1_transform)
3379,0.008,0.000,0.141,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:518(_get_text2_transform)
3379,0.014,0.000,0.109,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:521(apply_tickdir)
3379,0.015,0.000,0.087,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:531(update_position)
4,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:558(__init__)
1696,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:562(locator)
6784,0.011,0.000,0.012,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:566(locator)
13566,0.004,0.000,0.004,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:573(formatter)
6784,0.008,0.000,0.009,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:577(formatter)
6758/3380,0.026,0.000,20.145,0.006,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:596(__get__)
2,0.000,0.000,0.003,0.001,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:653(__init__)
2558,0.004,0.000,0.013,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:735(get_transform)
2960,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:738(get_scale)
3392,0.018,0.000,0.833,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:742(_set_scale)
1694,0.004,0.000,0.011,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:754(limit_range_for_scale)
2544,0.033,0.000,24.063,0.009,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:773(clear)
4236/2548,0.252,0.000,23.338,0.009,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:813(reset_ticks)
1696,0.016,0.000,2.087,0.001,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:833(set_tick_params)
1696,0.007,0.000,0.008,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:872(_translate_tick_kw)
5066/3378,0.051,0.000,23.994,0.007,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:917(set_clip_path)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:960(get_inverted)
4,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:998(_set_artist_props)
1696,0.002,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1336(get_major_locator)
1692,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1425(<dictcomp>)
1692,0.013,0.000,2.107,0.001,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1378(grid)
2960,0.006,0.000,0.082,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1436(update_units)
5524,0.005,0.000,0.005,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1491(have_units)
26586,0.023,0.000,0.172,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1494(convert_units)
2544,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1511(set_units)
3392,0.004,0.000,0.075,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1569(set_major_formatter)
3392,0.003,0.000,0.066,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1595(set_minor_formatter)
6784,0.038,0.000,0.134,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1609(_set_formatter)
3392,0.033,0.000,0.102,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1635(set_major_locator)
3392,0.018,0.000,0.064,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1651(set_minor_locator)
3843,0.010,0.000,0.013,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1940(<genexpr>)
1281,0.003,0.000,0.019,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1924(_get_ticks_position)
1281,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1961(get_label_position)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:1987(getter)
1,0.000,0.000,0.002,0.002,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:2015(__init__)
3379/1691,0.022,0.000,10.354,0.006,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:2054(_get_tick)
1281,0.003,0.000,0.022,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:2228(get_ticks_position)
847,0.002,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:2241(get_minpos)
1,0.000,0.000,0.003,0.003,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:2286(__init__)
3379/1691,0.022,0.000,9.776,0.006,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:2327(_get_tick)
847,0.002,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\axis.py:2508(get_minpos)
855,0.006,0.000,0.006,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:77(<listcomp>)
855,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:78(<listcomp>)
855,0.003,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:79(<listcomp>)
855,0.003,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:80(<listcomp>)
3420,0.016,0.000,0.016,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:83(<listcomp>)
855,0.005,0.000,0.005,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:92(<listcomp>)
855,0.003,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:93(<listcomp>)
855,0.003,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:95(<listcomp>)
855,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:96(<listcomp>)
3420,0.007,0.000,0.007,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:98(<listcomp>)
855,0.133,0.000,0.529,0.001,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:34(__init__)
855,0.005,0.000,0.035,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:126(reset_margins)
855,0.005,0.000,0.085,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:136(add_constraints)
855,0.036,0.000,0.048,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:145(hard_constraints)
855,0.011,0.000,0.023,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:173(parent_constraints)
855,0.009,0.000,0.009,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:213(grid_constraints)
6840,0.009,0.000,0.015,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:255(edit_margin)
6840,0.013,0.000,0.030,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\_layoutgrid.py:295(edit_margins)
844,0.006,0.000,0.054,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:582(set_cursor)
2747,0.008,0.000,0.012,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:50(get_hinting_flag)
1,0.001,0.001,0.001,0.001,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:85(__init__)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:107(_update_methods)
2006,0.009,0.000,0.279,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:133(draw_path)
641,0.002,0.000,0.220,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:166(draw_path_collection)
1485,0.022,0.000,1.024,0.001,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:190(draw_text)
1262,0.008,0.000,0.626,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:217(get_text_width_height_descent)
1485,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:265(get_canvas_width_height)
2747,0.013,0.000,0.200,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:269(_get_agg_font)
2126,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:282(points_to_pixels)
427,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:286(buffer_rgba)
426,0.002,0.000,0.103,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:295(clear)
854,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:298(option_image_nocomposite)
427,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:306(option_scale_image)
427,0.008,0.000,45.990,0.108,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:399(draw)
849,0.010,0.000,0.147,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:411(get_renderer)
5,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:441(buffer_rgba)
422,0.005,0.000,48.868,0.116,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:450(print_raw)
5,0.002,0.000,0.657,0.131,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\backend_agg.py:523(print_jpg)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:38(_restore_foreground_window_at_end)
2580,0.006,0.000,0.011,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:101(_cnfmerge)
3,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:329(__init__)
3,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:371(__str__)
3,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:375(set)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:505(__init__)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:529(__init__)
1,0.000,0.000,0.012,0.012,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:162(__init__)
844,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:246(get_tk_widget)
5,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:231(draw_idle)
1,0.000,0.000,0.035,0.035,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:427(_get_toolbar)
1,0.000,0.000,0.035,0.035,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:411(__init__)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:464(destroy)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:487(set_window_title)
422,0.003,0.000,0.029,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:436(resize)
1,0.000,0.000,0.035,0.035,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:509(__init__)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:613(_Spacer)
7,0.000,0.000,0.032,0.005,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:589(_Button)
2,0.000,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:660(set_history_buttons)
7,0.000,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:677(createToolTip)
7,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:687(__init__)
1,0.000,0.000,0.852,0.852,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\backends\_backend_tk.py:875(new_figure_manager_given_figure)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:643(deletecommand)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:734(focus_set)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:800(after)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:824(after_idle)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:832(after_cancel)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:1230(winfo_toplevel)
33,0.000,0.000,0.001,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:1335(_bind)
33,0.000,0.000,0.001,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:1353(bind)
1297,0.007,0.000,0.010,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:1468(_options)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:1494(nametowidget)
43,0.000,0.000,0.001,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:1513(_register)
4,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:1537(_root)
1270,0.010,0.000,0.071,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:1626(_configure)
1270,0.003,0.000,0.073,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:1639(configure)
4,0.000,0.000,0.001,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:1656(__setitem__)
43,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:1881(__init__)
1,0.000,0.000,0.014,0.014,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2104(wm_iconphoto)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2189(wm_protocol)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2224(wm_title)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2237(wm_withdraw)
1,0.000,0.000,0.778,0.778,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2250(__init__)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2282(_loadtk)
1,0.000,0.000,0.001,0.001,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2318(readprofile)
13,0.000,0.000,0.001,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2380(pack_configure)
13,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2530(_setup)
13,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2569(<listcomp>)
13,0.000,0.000,0.014,0.001,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2560(__init__)
5,0.000,0.000,0.006,0.001,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2631(__init__)
1,0.000,0.000,0.001,0.001,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2678(__init__)
1,0.000,0.000,0.009,0.009,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2768(_create)
1,0.000,0.000,0.009,0.009,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2788(create_image)
2,0.000,0.000,0.007,0.003,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:2988(__init__)
3,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:3110(__init__)
2,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:3130(__init__)
9,0.000,0.000,0.032,0.004,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:3994(__init__)
9,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:4012(__str__)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:4014(__del__)
9,0.000,0.000,0.032,0.004,C:\Users\daiki\AppData\Local\Programs\Python\Python38\lib\tkinter\__init__.py:4059(__init__)
419,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\show\painters.py:40(<listcomp>)
422,0.007,0.000,6.901,0.016,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\show\painters.py:32(annotations)
633,0.274,0.000,5.203,0.008,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\show\painters.py:178(_draw_skeleton)
88,0.001,0.000,0.133,0.002,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\show\painters.py:277(_draw_box)
633,0.040,0.000,0.527,0.001,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\show\painters.py:286(_draw_text)
419,0.013,0.000,6.893,0.016,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\show\painters.py:355(annotations)
633,0.028,0.000,5.961,0.009,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\show\painters.py:414(annotation)
419,0.012,0.000,0.019,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\core\falldetector.py:13(update)
3,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\core\tracker.py:15(register)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\core\tracker.py:20(deregister)
419,0.014,0.000,0.042,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\core\tracker.py:24(update)
5,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\core\imgwriter.py:25(getFileName)
5,0.000,0.000,0.667,0.133,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\openpifpaf\core\imgwriter.py:20(write)
